name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,NAME,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,neiii_3869_flux,neiii_3869_flux_err,h_delta_flux,h_delta_flux_err,h_gamma_flux,h_gamma_flux_err,oiii_4363_flux,oiii_4363_flux_err,h_beta_flux,h_beta_flux_err,oiii_4959_flux,oiii_4959_flux_err,oiii_5007_flux,oiii_5007_flux_err,hei_5876_flux,hei_5876_flux_err,oi_6300_flux,oi_6300_flux_err,nii_6548_flux,nii_6548_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,ariii7135_flux,ariii7135_flux_err,oii_flux,oii_flux_err,oiii_flux,oiii_flux_err,Flux_HeII_3203,Flux_HeII_3203_Err,Flux_OII_3726,Flux_OII_3726_Err,Flux_OII_3728,Flux_OII_3728_Err,Flux_NeIII_3868,Flux_NeIII_3868_Err,Flux_Hd_4101,Flux_Hd_4101_Err,Flux_Hg_4340,Flux_Hg_4340_Err,Flux_OIII_4363,Flux_OIII_4363_Err,Flux_HeII_4685,Flux_HeII_4685_Err,Flux_ArIV_4711,Flux_ArIV_4711_Err,Flux_Hb_4861,Flux_Hb_4861_Err,Flux_OIII_4958,Flux_OIII_4958_Err,Flux_OIII_5006,Flux_OIII_5006_Err,Flux_HeI_5875,Flux_HeI_5875_Err,Flux_OI_6300,Flux_OI_6300_Err,Flux_NII_6547,Flux_NII_6547_Err,Flux_Ha_6562,Flux_Ha_6562_Err,Flux_NII_6583,Flux_NII_6583_Err,Flux_SII_6716,Flux_SII_6716_Err,Flux_SII_6730,Flux_SII_6730_Err
rs0048,0.03,0.286177,0.04,0.02,0.07,0.1,12.68,0.18,12.47,17.08,0.07,4.0613828000000005,0.02,0.1,0.07,0.25,140.58934,0.13,0.15,13.17,8.92,15.15,13.84,14.75,0.448139,1.5459,-0.09,12.85,14.55,0.85,0.44,16.11,0.06,0.04,2.52537,3.29587,1.42761,1.26565,9.39,-99.0,5117.6,-99.0,0.03,-19.71,2.3164,14.41,0.45,0.06,0.03,5117.1,0.02,0.15,0.02,12.86,16.17,1,1237674462026399957,0.32018,28.5863,639618387286190080,0.6517,0.67038,1.639,0.34548,0,1,27.7279,27.7279,587728880871276724,0.8617670000000001,-999,0.9121,639618387286190080,0.3215,1237674462026399957,0.0,9.55,0.0,0.8469404,8.101339999999999,9.3368,1.0595485,9.25,1.0747799999999998,1.02546,ECO03845,1.1358,8.5,L,1551200000.0,0.10151900000000001,0.0,0.0,0.0,0.0218896,8.240210000000001,0.0226,6.25774,0,0,0.0,ALFALFA,75668500.0,0.0,125.23700000000001,-0.112251,1.0,0.0,-19.7123,0.0,0.0,11.2659,1,11.3969,1.19534,0.0,1.0,9.6575,3595.0,9.3855,0.0,0.0,0.0,0.746169,0.746375,9.39,1,?,0,?,0,0,1000000,1.3305799999999999,1.2045299999999999,2.2186,2.0495200000000002,-19.8843,2.9375400000000003,0.202297,1.0903100000000001,0.316515,17.4466,0.3908,0.0215,0,9.665,rs0048,0.0,,0.0,,19.125889644027293,9.792415637529299,50.25813449542454,8.044211452574647,74.135601931761,8.381990087225038,6.88729733394317,5.598777872602109,147.78744130555728,10.874859365441457,22.211784286109946,4.55761543543924,64.12161580920704,6.097461126434538,13.448289359685297,3.973236315762558,9.409802097576383,2.9110927499612953,40.79117001751736,1.7630824241426466,422.67208213389387,14.721737063801976,122.8060499479499,5.269037843490646,91.8803390348043,4.877709867337295,63.319720221023886,3.7289248546823517,8.746726186618996,2.904069754922485,0.0,1.1121969999999999,47.79326,3.937612,0.0,0.0,152921.0,1176621.0,-9999.0,0.0,15.881829999999999,17.44598,39.10653,9.712377,59.22355,8.284509,4.081932,17.7975,1.6170209999999998,92.45926,3.9166809999999996,15.124460000000001,133.4271,9.793379,20.3984,2.328154,58.28114,6.6518679999999994,11.99967,7.4594119999999995,9.425925,5.315446,38.36251,2.051986,409.2581,14.686960000000001,112.8309,6.035254,84.33644,6.653098,60.22088000000001,4.453918
rs0050,0.03,0.44404799999999994,0.04,0.02,0.27,0.1,12.01,0.18,11.72,17.49,0.07,2.4859835,0.08,0.18,0.3,0.24,140.78336000000002,0.13,0.32,12.87,17.27,15.03,13.61,14.5,0.686293,1.9232,0.0,12.38,14.22,0.73,0.43,43.68,0.16,0.03,3.08507,3.9459,1.8481599999999998,1.60592,9.71,-99.0,4921.96,-99.0,0.09,-19.89,2.78403,13.97,0.44,0.06,0.06,4996.7,0.03,0.19,0.02,12.31,16.24,1,1237673708796248241,0.028301599999999996,36.2404,532709017974237184,0.8897,0.38694,0.45983999999999997,0.14587999999999998,0,1,31.1938,40.0135,587727944566767883,0.729484,133360699756773376,0.8483,532709017974237184,0.2042,1237673708796248241,0.0,9.87,0.0,0.90587612,8.217880000000001,9.34678,1.0927171,9.53,1.14028,1.06166,ECO03900,1.17066,6.0,L,1587290000.0,0.105572,0.0,0.0,0.0,0.020026,17.6336,0.0215,6.16345,0,0,0.0,ALFALFA,96199400.0,0.0,149.224,-0.00598706,2.0,0.0786688,-20.3954,0.0,139.536,11.4609,1,11.6139,1.19842,0.07290319999999999,2.0,10.1705,3625.0,9.8465,0.0,50.5681,11.2411,0.375654,0.36604000000000003,9.71,1,?,0,1,0,0,1000000,1.5139,1.39509,2.4805,2.2823900000000004,-20.2625,3.24899,0.275673,1.24227,0.428492,17.8884,0.3775,0.0474,0,9.865,rs0050,0.0,,0.0,,1.0351601297276276,5.646493559868676,16.353974462589882,4.414279840724226,27.67779573080728,4.376024233037117,2.4909802438183655,3.211864231750196,58.01831990448963,5.381382833850632,5.683985204990269,2.245460795850205,22.168203211274392,2.9526039039179808,2.7158572135241656,2.0885812529400307,4.771341471112142,1.4571522015346867,20.032511537358612,0.9980357706330454,165.93239492684032,7.084511818698829,60.24697815454624,2.975488035024173,38.64495377663076,2.6042315027266763,29.567099513390367,1.9092075726345203,0.7762495448521092,1.513704712102414,0.0,1.0886770000000001,17.00199,2.103984,0.0,0.0,0.0,0.0,1650000000000000.0,1460000000000000.0,194.8911,69.61102,22.04169,5.274582,37.82161,4.992503,0.7520747,97.30611999999999,0.0,0.0,6.453387,5.313633,82.18958,5.494508000000001,12.25329,2.034626,35.009409999999995,5.813216000000001,1.790702,12.23897,5.693989,25.44391,25.92191,1.111069,207.6328,5.020988,76.2409,3.267849,48.494820000000004,4.243557,35.01825,3.081843
rs0051,0.03,0.5487,0.04,0.02,0.29,0.09,13.78,0.17,13.91,19.76,0.06,2.0601968999999998,0.03,0.29,0.1,0.22,140.80501999999998,0.12,0.12,14.63,4.62,17.06,15.11,16.43,0.835285,2.1352599999999997,-0.07,14.02,16.13,0.44,0.4,9.74,0.09,0.03,3.35865,4.25209,2.05868,1.7720900000000002,9.11,-99.0,4963.57,-99.0,0.04,-17.96,3.0287,15.83,0.41,0.05,0.04,5017.0,0.06,0.11,0.02,14.01,18.31,1,1237673708259246361,0.7467560000000001,9.7576,532714790410283008,0.359,0.53352,0.67698,0.15488,0,1,9.7405,9.7405,587727944029896973,0.498118,133360699844853760,0.5891,532714790410283008,0.3169,1237673708259246361,0.0,9.23,84.5887,0.14923487,8.58465,9.282810000000001,0.14923487,8.91,1.02357,1.0,ECO07430,1.0441200000000002,5.0,L,1369880000.0,0.166678,0.0,0.0,0.0,0.0810805,17.9275,0.0229,3.97453,0,0,0.0,ALFALFA,121228000.0,0.0,199.27200000000002,0.10596199999999999,2.0,0.101664,-21.6606,0.0,111.594,12.0379,0,12.2229,1.0498299999999998,0.0769746,2.0,10.6445,3667.0,10.5675,0.0,101.287,12.3371,0.137843,0.136102,9.11,1,1,0,1,0,0,1000000,1.71176,1.51019,2.67185,2.52166,-18.3235,3.48175,0.353277,1.3133700000000001,0.5501,20.2652,0.3523,0.2753,0,9.495,rs0051,0.0,,0.0,,9.73164442175184,4.873546720602962,21.544448962738254,3.9537251153507036,23.21208439367777,3.415849309786913,-0.8514620326567145,-2.695147280591797,62.85514817924861,4.841993050004112,10.13459192804572,2.0916216805564285,19.324464669965675,2.4128342591562855,7.155897151984719,1.967501934538997,7.418292800432901,1.430210634034257,21.735107414116307,0.9256229046572124,179.76572379265104,6.468305735187561,65.42211017277023,2.763147887574181,41.052360976267686,2.465117739851808,29.410609312856682,1.7676293295200838,2.170522935335688,1.4500804403126615,0.0,1.0727200000000001,13.60643,1.6707419999999997,0.0,0.0,0.0,0.0,0.0,0.0,19.49396,12.07695,41.43781,10.225389999999999,53.10136,8.9193,0.0,0.0,0.0,0.0,0.0,0.0,110.7479,6.517494,13.62401,1.9550619999999999,38.92575,5.585891,19.60517,6.522801,12.81423,3.794264,36.165690000000005,1.544217,285.6927,6.027939,106.3697,4.541815,61.02156,4.940252,44.24527,3.824875
rs0052,0.03,0.35288200000000003,0.04,0.02,-99.0,0.09,12.94,0.17,13.06,17.46,0.07,2.6014279,0.02,0.23,0.08,0.23,140.80568,0.12,0.2,13.54,15.14,15.41,13.97,14.97,0.540239,1.64903,-0.1,12.88,14.74,0.37,0.4,31.47,0.11,0.02,2.6891700000000003,3.4472199999999997,1.58038,1.3930200000000001,9.41,-99.0,4921.96,-99.0,0.02,-19.35,2.40708,14.59,0.41,0.05,0.09,4844.2,0.02,0.2,0.02,-99.0,16.46,1,1237654604243534019,0.228829,33.5739,532705994317260800,0.3632,0.24756999999999998,0.5735899999999999,0.14142000000000002,0,1,10.3161,43.3371,587727944566833344,0.355539,133360699710636032,0.2709,532705994317260800,0.609,1237654604243534019,0.0,9.55,124.50200000000001,0.43358749,7.871060000000001,9.75196,0.54478504,9.25,1.0790600000000001,1.07126,ECO03910,1.0786,3.5,L,4034860000.0,0.0444601,0.0,0.0,0.0,0.015219799999999999,3.9901800000000005,0.0186,8.609169999999999,0,0,0.0,ALFALFA,124323000.0,0.0,236.703,-0.0255788,2.0,0.0786688,-20.3954,0.0,139.536,11.4609,0,11.6139,1.20418,0.07290319999999999,2.0,10.1705,3625.0,9.8465,0.0,50.5681,11.2411,0.25099899999999997,0.25083099999999997,9.41,1,1,0,1,0,0,1000000,1.50191,1.41021,2.46733,2.2296,-19.4679,3.19502,0.289536,1.25496,0.44478999999999996,17.9392,0.3567,0.0407,0,9.905,rs0052,0.0,,0.0,,-0.8097725162484131,-4.353470252816368,22.960799995564756,3.6326533325192427,46.70242081876576,3.943682536222562,2.062394718000155,2.5981717025616735,101.3229195605041,5.29343924959838,23.94133950207142,2.269232547464051,61.248647366338865,3.527187197725718,10.268764653635806,1.8705044926891534,7.371455763807802,1.381509606990059,23.996100175423827,0.760288460558757,289.78354994304175,7.163153886158862,72.19449221021344,2.271676363247689,69.1139778197881,2.4920267544322625,45.89135092440468,1.8614007133687847,5.196521647644316,1.6076374866034273,0.0,1.10165,41.38058,1.7310349999999999,0.0,0.0,950.2281,3997.783,0.0,0.0,9.686834,11.469389999999999,29.206879999999998,4.213169000000001,56.521359999999994,4.529583000000001,0.0,0.0,14.14579,0.0,0.0,0.0,110.92399999999999,3.929433,21.830470000000002,1.0160879999999999,62.37276,2.903108,11.39675,3.579536,11.58801,3.388111,28.536929999999998,0.9520937,335.3644,5.527359,83.93214,2.800275,77.67509,3.6662269999999997,53.56256,3.1690139999999998
rs0053,0.03,0.516346,0.04,0.02,0.02,0.09,-99.0,0.17,10.17,15.84,0.07,2.1365879,0.02,-99.0,-99.0,0.23,140.9021,0.12,0.06,11.11,15.26,13.32,-99.0,12.73,0.786068,2.0406,-0.09,10.4,12.4,0.93,0.41,34.74,0.04,0.02,3.2288,4.0942300000000005,1.97427,1.70455,10.57,-99.0,4963.57,-99.0,0.03,-21.64,2.9060200000000003,12.21,0.42,0.05,0.03,4940.3,0.01,0.13,0.02,10.5,14.61,1,1237673708259311797,0.9339370000000001,510.80800000000005,532713690898655232,0.7815,0.45465,0.56113,0.15250999999999998,0,1,502.708,502.708,587727944029962369,0.93201,133360699828076544,0.0758,532713690898655232,0.7422,1237673708259311797,0.0,10.67,0.0,3.8544001000000003,9.09853,9.76042,5.0485681,10.41,1.07441,1.10153,ECO03956,1.00499,6.0,L,4114250000.0,0.0312792,0.0,0.0,0.0,0.011619200000000001,2.4048,0.012,14.3842,0,0,0.0,ALFALFA,105795000.0,0.0,150.041,0.020662599999999996,2.0,0.101664,-21.6606,0.0,111.594,12.0379,1,12.2229,1.06172,0.0769746,2.0,10.6445,3667.0,10.5675,0.0,101.287,12.3371,0.12351400000000001,0.122821,10.57,1,0,0,1,0,0,1000000,1.69913,1.5378399999999999,2.68155,2.4999599999999997,-21.919,3.4823800000000005,0.358688,1.34111,0.555422,16.3326,0.3611,0.0167,0,10.625,rs0053,0.0,,0.0,,-11.19017127344708,-13.06325591508186,27.17838767621941,10.879326427724415,67.67240853446901,17.206243882480653,13.572685431287992,12.148813410963006,124.81258145246157,25.800871874115735,65.91507486150836,16.37986924874998,192.61126164817713,37.87549423138405,23.802761292495195,8.320134950089939,98.56091697868457,16.648599994325842,205.21911659104916,27.939990911577716,356.96398295404015,48.908717272417356,617.0818891828537,83.5197540265747,245.6923150012445,33.80730538989315,152.57073872429132,22.17083835960037,-27.418999551514194,-9.233783561313162,0.0,1.012857,93.50269,6.111616000000001,0.0,0.0,0.0,0.0,417.8171,0.0,0.0,0.0,18.16659,44.15583,52.030840000000005,14.5592,0.0,0.0,0.0,0.0,19.34587,13.61501,139.9271,14.98463,72.2461,6.471792,206.4174,18.49083,63.3638,16.057000000000002,85.35059,16.01406,209.81099999999998,7.0118789999999995,351.7907,14.257929999999998,617.0911,20.623170000000002,200.868,15.80362,126.4848,14.251170000000002
rs0054,0.04,0.224129,0.06,0.02,0.41,0.13,11.12,0.23,14.11,17.91,0.09,2.7527705,0.08,3.44,0.49,0.32,140.94272,0.17,1.22,13.38,24.7,15.27,14.66,15.06,0.337399,1.31226,-0.11,13.03,14.57,0.77,0.56,52.88,1.76,0.09,2.4289099999999997,3.16263,1.4540600000000001,1.34079,9.11,-99.0,4879.1,-99.0,0.12,-19.32,2.04597,14.59,0.58,0.07,0.06,4876.8,0.04,1.89,0.1,13.24,16.32,1,1237654604243599794,0.072064,534.149,639580729012938752,0.5715,0.37765,0.7512300000000001,0.24924000000000002,0,1,34.74,397.26300000000003,588010357995405386,0.594507,160102217053896704,0.1851,639580729012938752,0.2355,1237654604243599794,0.0,9.19,0.0,0.28905242,7.17028,9.56305,0.37036081,9.09,1.02098,1.0241200000000001,ECO06938,1.0170299999999999,7.5,L,2611680000.0,0.06881280000000001,0.0,0.0,0.0,3.3319999999999997e-08,6.45038,-99.0,8.47007,0,0,0.0,ALFALFA,80183300.0,0.0,142.017,-0.06694069999999999,1.0,0.0,-19.0821,0.0,0.0,11.1559,1,11.2379,1.21666,0.0,1.0,9.6915,5710.0,9.1165,0.0,0.0,0.0,5.758830000000001,6.565339999999999,9.11,0,?,0,0,0,0,0,1.25857,1.40266,2.35512,1.9779799999999998,-19.5081,3.0745299999999998,0.204819,1.3013700000000001,0.30611,18.2608,0.4975,0.1565,0,9.695,rs0054,0.0,,0.0,,7.660189809639348,5.0899178007285695,23.737975877674675,4.563464657111447,36.48232719590862,4.657847331625497,-1.2715588762170023,-3.2401292571189377,81.19930537735816,5.981324975411396,37.27460774646281,3.493658302350684,117.33457618676991,7.786040013057063,3.833157245766558,2.1191966331101657,9.804804486590749,1.669214627708108,9.791125547476408,0.5770885259642525,232.23001337924433,8.096233929737597,29.488233996298867,1.7311812161475078,43.37130853057666,2.6974057434538556,30.482107696196877,1.860466025351213,7.320366309036533,1.7832514674032636,0.0,1.07067,93.82101,2.594723,0.0,0.0,0.0,0.0,-9999.0,0.0,10.048869999999999,8.953666,16.187479999999997,6.638899,28.57953,5.719592,0.0,0.0,3.088969,5.598371,1.7851119999999998,9.896822,73.16976,8.79097,39.0619,4.550168,111.6054,13.00048,3.263366,5.47927,11.28219,2.878412,10.471960000000001,1.1524590000000001,251.6854,24.33049,30.79989,3.389585,46.65189,5.255187,32.50294,3.475236
rs0062,0.04,0.379118,0.06,0.02,0.08,0.13,14.24,0.23,13.86,19.51,0.09,2.3003286,0.04,0.09,0.12,0.32,141.61758999999998,0.17,0.19,14.57,3.15,17.22,15.59,16.72,0.6012270000000001,1.8489200000000001,0.0,14.33,16.48,0.47,0.56,7.07,0.23,0.02,2.92245,3.802,1.6747599999999998,1.45265,8.67,-99.0,5043.97,-99.0,0.06,-17.74,2.72847,16.27,0.58,0.07,0.04,5035.1,0.09,0.51,0.02,14.56,18.36,1,1237651754530439302,0.171706,6.3948,534895672327956480,0.3864,0.9076200000000001,0.9208200000000001,0.44627,0,1,6.5441,6.5552,587726033305534620,0.523492,133923803334967296,0.4336,534895672327956480,0.0852,1237651754530439302,0.0,8.89,0.0,0.18220043,8.54001,9.11935,0.18220043,8.57,-99.0,-99.0,ECO07457,1.10506,0.5,E,940206000.0,0.197785,0.0,0.0,0.0,0.038996699999999995,13.1792,0.0181,3.16404,0,0,0.0,ALFALFA,109894000.0,0.0,161.675,0.00688333,1.0,0.0,-17.8512,0.0,0.0,11.0179,1,10.9909,1.18435,0.0,1.0,9.2735,6022.0,8.7515,0.0,0.0,0.0,0.97954,0.9708190000000001,8.67,0,1,0,0,0,0,0,1.37586,1.181,2.2436700000000003,2.14042,-18.16,3.0082299999999997,0.195404,1.06321,0.31319400000000003,19.9375,0.4961,1.2466,0,9.255,rs0062,0.0,,0.0,,67.44759526703106,12.359253320608332,142.33259713006046,10.263781788965735,224.06934293378575,11.314281520976202,14.556795855545342,5.988284771361484,453.0846180332016,15.44584696163031,294.8110689635678,10.590507630061346,935.9383581758623,28.66347683025233,47.021062969045275,4.125984518341792,47.17141927879138,2.9072770672597525,51.04101379483696,1.2834717278088639,1295.8220075749566,21.881915761141006,153.43172145948165,3.839955241005817,220.47868401529206,5.3143403025648945,154.52250145531278,4.0038044694854715,31.95896289396107,2.653219780861625,0.0,1.020859,573.9213,6.707914,0.0,0.0,0.0,0.0,2314.4829999999997,0.0,37.87856,10.88613,120.0847,11.84629,200.497,11.038730000000001,8.37421,8.731735,0.0,0.0,0.0,0.0,438.8338,13.372129999999999,308.2234,6.3630949999999995,880.6383,18.18027,47.9372,6.5250449999999995,59.53552,6.33655,63.09563000000001,2.2059040000000003,1513.253,24.25609,185.5754,6.487954,266.2133,9.530251,188.3876,6.842594
rs0063,0.03,0.702421,0.05,0.02,0.4,0.11,-99.0,0.2,11.84,19.28,0.08,1.1544133,0.02,-99.0,-99.0,0.27,141.68633,0.15,0.13,12.82,9.89,15.72,-99.0,14.95,1.08087,2.6823099999999998,-0.21,12.04,14.5,0.27,0.48,26.35,0.32,0.03,4.24155,5.24797,2.64011,2.26166,9.93,-99.0,4893.05,-99.0,0.03,-19.42,3.6887300000000005,14.17,0.5,0.06,0.12,4900.5,0.06,0.09,0.03,12.29,17.3,1,1237651752919826624,0.347994,14.4516,534876430874470400,0.3656,1.1838,1.2091,0.77657,0,1,5.2741,22.7334,587726031694921885,0.266887,133923803041366016,0.2056,534876430874470400,0.8055,1237651752919826624,0.0,10.05,0.0,0.24069447,9.002889999999999,9.51682,0.28626944,9.79,1.1195,1.18173,ECO05286,1.09281,4.0,L,2347970000.0,0.129002,0.0,0.0,0.0,0.00624706,4.03938,0.0059,5.56869,0,0,0.0,ALFALFA,185062000.0,0.0,296.46,0.114695,1.0,0.0,-19.430999999999997,0.0,0.0,11.5169,1,11.3199,1.17377,0.0,1.0,10.0625,4589.0,9.9255,0.0,0.0,0.0,0.0854117,0.0762347,9.95,1,1,1,0,10000,0,0,2.20387,2.01897,3.46927,3.14777,-19.7915,4.4131599999999995,0.47740200000000005,1.74279,0.753574,19.9913,0.4275,0.3376,0,10.065,rs0063,0.0,,0.0,,16.956217170722994,15.177368086163616,28.04465904405367,12.647750044259375,28.904887469911564,10.761266184773808,2.8239969908562244,7.463328036920769,35.688274553706684,9.480516338196713,13.837376640015975,6.130607713397456,37.055211303814,9.58251128247052,12.57226470566758,4.549246226792464,14.599952225170167,4.725076974270453,12.702215640651977,1.9560876880166005,102.06846522360111,12.51558692605851,38.16471060982997,5.833371719966738,55.22406138501025,7.7279907691670235,27.245750428746867,4.8969613449929765,1.9854408394944092,3.7895174677514203,0.0,0.9838764999999999,20.51604,3.312678,0.0,0.0,2473.661,0.0,0.0,0.0,26.545890000000004,11.59804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2250239999999994,2.256017,12.0715,6.445764,4.052843,17.52923,18.60799,7.13537,16.48444,1.587658,99.15348,4.7713470000000004,48.48363,4.669581,70.41317,5.706101,43.57839,5.871057
rs0064,0.03,0.378189,0.04,0.02,0.13,0.1,11.36,0.18,11.07,16.33,0.07,3.9296623999999998,0.02,0.03,0.02,0.24,141.87005,0.13,0.08,12.14,10.46,14.24,12.68,13.76,0.598499,1.83745,-0.14,11.52,13.53,0.6,0.43,22.93,0.09,0.02,2.8706400000000003,3.7414,1.6316899999999999,1.4113799999999999,9.87,-99.0,5157.22,-99.0,0.02,-20.7,2.70821,13.32,0.44,0.06,0.03,5143.8,0.02,0.05,0.02,11.66,15.34,1,1237674460953116756,0.425472,25.748,639650273123395584,0.6155,0.59668,0.9283,0.28008,0,1,27.9686,27.9686,588010359606476855,0.623356,160102218115055616,0.4608,639650273123395584,0.9769,1237674460953116756,0.0,10.07,0.0,3.1315696,8.654069999999999,9.875689999999999,3.8841410000000005,9.77,1.16879,1.15544,ECO04219,1.1608100000000001,5.0,L,5364960000.0,0.04564,0.0,0.0,0.0,0.049611699999999995,7.13842,0.0189,9.64096,0,0,0.0,ALFALFA,127434000.0,0.0,269.382,-0.11908099999999999,1.0,0.0,-20.6837,0.0,0.0,11.5059,1,11.7279,1.1358700000000002,0.0,1.0,10.1855,3839.0,9.9025,0.0,0.0,0.0,0.745219,0.744996,9.87,1,?,0,1,0,0,1000000,1.37588,1.13345,2.19639,2.1379799999999998,-21.1103,2.9584900000000003,0.193878,1.01439,0.312931,16.7632,0.381,0.0225,0,10.165,rs0064,0.0,,0.0,,25.443510372079267,17.222098093503984,97.55438575051392,14.030100200856477,148.4868721197494,15.237130729819217,17.065171728806373,10.2930372748448,242.41755044695472,17.258567172691844,32.694695445735846,7.691440823636953,84.60335361453691,9.12663098074423,25.0797999318713,5.635059892568255,20.990026620010525,5.3866877062114495,86.9241162986051,3.5983481337031504,693.3141942782904,23.717447252805933,260.94316089774424,10.720861069510049,129.05897160164668,7.512960055530652,80.21371082136618,6.203496671743649,8.733521965367952,5.045263680045818,0.0,1.119794,41.96349,4.403622,0.0,0.0,8280000000000000.0,0.0,0.0,0.0,63.00816999999999,95.0601,155.9167,21.11512,206.6498,17.75154,10.52502,20.45284,0.0,0.0,0.0,0.0,290.972,15.1996,30.6593,4.518249,87.59801,12.90928,39.01399,13.430729999999999,28.2737,10.6607,112.9454,5.031833,856.5136,20.77195,332.1924,14.79951,153.7175,14.87069,97.31423000000001,11.89958
rs0068,0.04,0.372089,0.06,0.02,-99.0,0.13,-99.0,0.24,-99.0,20.28,0.09,2.4336661,0.08,-99.0,0.19,0.33,142.12556,0.18,-99.0,15.16,7.52,17.72,16.24,17.2,0.574062,1.74531,-0.09,-99.0,16.92,0.25,0.59,21.47,-99.0,0.03,2.91558,3.7465699999999997,1.7443400000000002,1.54236,8.75,-99.0,6722.55,-99.0,0.09,-17.89,2.5763,16.92,0.6,0.08,0.18,6730.8,0.1,0.39,0.04,-99.0,18.95,1,1237654599949287783,0.73174,14.0567,534917112804698112,0.2301,0.63758,0.6582100000000001,0.62802,0,1,14.5061,14.5061,587726033305731324,0.259112,133923803662123008,0.4086,534917112804698112,0.1543,1237654599949287783,0.0,8.93,0.0,0.09883089,7.82425,9.04059,0.11061953,8.65,-99.0,-99.0,ECO07468,1.08515,6.0,L,784263000.0,0.0462787,0.0,0.0,168.372,0.020263099999999996,3.41304,0.0089,7.25937,0,0,0.0,AO,36201500.0,0.0,193.68,-0.207885,1.0,0.0,-17.783,0.0,0.0,11.0179,1,10.9759,1.25201,0.0,1.0,9.2165,6033.0,8.7555,0.0,0.0,0.0,0.707923,0.665263,8.75,1,1,0,1,0,0,100000,1.4509999999999998,1.4407299999999998,2.49762,2.21199,-18.1449,3.25861,0.257158,1.30378,0.39411199999999996,20.6371,0.5194,0.4132,0,9.215,rs0068,0.0,,-4964236.290358494,-6900378.5387752075,0.42277736149095035,2.735010789334446,6.6919477835012895,2.6753091795176953,9.381817129421803,2.8961095396938252,-1.0635160952266098,-1.8470860813561292,21.1830561191008,4.24633245002979,4.517910575399923,1.7551560199006824,24.363540837341336,4.467029931465248,1.6592065752273992,1.7709453118409415,3.4452980765647525,1.275554082652339,3.649075703994461,0.5520860532974114,60.583540500628295,5.594038658450545,11.0196969972719,1.6599023425984365,18.644599503253033,2.489547675529818,7.360973209152466,1.5597964403702655,0.5770581151444364,1.4524651709159087,-471000000.0,436000000000.0,27.66633,2.345582,0.0,0.0,171.5473,65.83344,16.90409,205.9491,10.11249,21.85139,19.20788,10.71545,15.83671,8.872519,0.0,0.0,4.7859050000000005,12.88377,4.6981470000000005,10.2365,45.24672,8.373992,16.732210000000002,2.662992,47.80632,7.608549000000001,9.485461,10.7833,6.969157000000001,5.068834,7.193249000000001,1.283784,103.2266,9.049632,21.15661,3.775835,39.03261,6.9772240000000005,13.66354,3.9402199999999996
